Profile	Meta_mean	Isolate_mean	Meta_n	Isolate_n	t	p	Cohen_d	q	Name
PF00887	9.472356506262558e-05	0.0	114	0	4.575375579228306	4.754064081088777e-06	0.010588989306621248	4.959739693815084e-06	Acyl CoA binding protein
PF14824	9.472356506262558e-05	0.0	114	0	4.575375579228306	4.754064081088777e-06	0.010588989306621248	4.959739693815084e-06	Sirohaem biosynthesis protein central
PF01954	9.472356506262558e-05	0.0	114	0	4.575375579228306	4.754064081088777e-06	0.010588989306621248	4.959739693815084e-06	AF2212-like
PF12367	9.472356506262558e-05	0.0	114	0	4.575375579228306	4.754064081088777e-06	0.010588989306621248	4.959739693815084e-06	Pyruvate ferredoxin oxidoreductase beta subunit C terminal
K05545	8.720723766129968e-05	0.0	388	0	10.518493510471616	7.103838639537176e-26	0.010586881996489597	7.537079181758414e-26	tRNA-dihydrouridine synthase 4 [EC:1.3.1.90]
K01590	0.00524142469655028	0.004489282085360211	23320	5695	10.517094465295292	7.210083895397024e-26	0.010585473855088475	7.64902260853866e-26	histidine decarboxylase [EC:4.1.1.22]
K03475	0.008655318337883992	0.00768735362536133	38509	9752	10.512454409136078	7.573856813816995e-26	0.010580803630501106	8.034120811796885e-26	ascorbate PTS system EIIC component
TIGR04363.1	0.0020617244220629267	0.0015913820541069898	583	91	2.3060549706592957	0.021108159558423326	0.010573738683242248	0.021892351785584758	FxLD family lanthipeptide
K03892	8.69824767394922e-05	0.0	387	0	10.504928825131604	8.202907262088578e-26	0.010573229117123243	8.699621650572286e-26	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
K19636	8.69824767394922e-05	0.0	387	0	10.5049288251316	8.202907262088811e-26	0.010573229117123243	8.699621650572286e-26	usherin
NF033451.1	0.0013791981554108772	0.0009967997481769057	390	57	2.301455416367225	0.021366504404635948	0.010552648776122714	0.022156279164292723	BREX-2 system adenine-specific DNA-methyltransferase PglX
PF20380	9.389265659716394e-05	0.0	113	0	4.5552620481785295	5.232464089201013e-06	0.010542439693039495	5.4572936415851045e-06	Family of unknown function (DUF6675)
PF20314	9.389265659716394e-05	0.0	113	0	4.555262048178528	5.232464089201059e-06	0.010542439693039488	5.4572936415851045e-06	Family of unknown function (DUF6610)
K22590	8.608343305226231e-05	0.0	383	0	10.450494077703423	1.45841286387201e-25	0.010518440449244413	1.5464089846018065e-25	indolepyruvate C-methyltransferase [EC:2.1.1.47]
K10009	8.608343305226231e-05	0.0	383	0	10.450494077703423	1.45841286387201e-25	0.010518440449244413	1.5464089846018065e-25	L-cystine transport system permease protein
K06075	0.004546239165399764	0.0038515596609429307	20227	4886	10.437418537341525	1.6738669872899847e-25	0.010505279895148533	1.7746817609221908e-25	MarR family transcriptional regulator, transcriptional regulator for hemolysin
PF08682	9.306174813170231e-05	0.0	112	0	4.535059345738774	5.759197445286356e-06	0.010495683706258732	6.003265708259384e-06	Putative endonuclease, protein of unknown function (DUF1780)
PF18859	9.306174813170231e-05	0.0	112	0	4.535059345738773	5.759197445286377e-06	0.010495683706258729	6.003265708259384e-06	Actinobacteria/chloroflexi VLRF1 release factor
PF19622	9.306174813170231e-05	0.0	112	0	4.535059345738773	5.759197445286377e-06	0.010495683706258729	6.003265708259384e-06	Family of unknown function (DUF6127)
NF008314.0	0.0028397336379357295	0.0022908906493188533	803	131	2.2867916482663784	0.022208598969547858	0.010485412368498969	0.02302532824324681	Bcr/CflA family multidrug efflux MFS transporter
PF01433	0.0032039830428200367	0.002620134762717157	3856	579	4.528287711121554	5.946838937145785e-06	0.01048001181980735	6.19798368886988e-06	Peptidase family M1 domain
K00752	8.540915028683989e-05	0.0	380	0	10.409481276678845	2.2455861698467723e-25	0.010477160993744395	2.3805918097405916e-25	hyaluronan synthase [EC:2.4.1.212]
PF01935	0.008419595480522674	0.007471230558283292	10133	1651	4.52414611005185	6.064471054843597e-06	0.010470426733582191	6.319690991906638e-06	Helicase HerA, central domain
K07298	8.495962844322495e-05	0.0	378	0	10.382049432144282	2.994353065124682e-25	0.010449550794551487	3.174050922064191e-25	serine/threonine-protein kinase 11 [EC:2.7.11.1]
PF04450	9.223083966624069e-05	0.0	111	0	4.514766274835141	6.339170162731058e-06	0.010448718575839138	6.60501788065412e-06	Peptidase of plants and bacteria
PF14112	0.000292479779842493	0.00012218245007489332	352	27	4.511798434449881	6.428538598041344e-06	0.010441849974658952	6.697188523923065e-06	Immunity protein 22
K01948	8.473486752141747e-05	0.0	377	0	10.368306302611375	3.4577358065532446e-25	0.0104357183107949	3.6644942945779918e-25	carbamoyl-phosphate synthase (ammonia) [EC:6.3.4.16]
K19466	8.473486752141747e-05	0.0	377	0	10.36830630261137	3.457735806553468e-25	0.010435718310794893	3.6644942945779918e-25	ATP-dependent RNA helicase DDX59 [EC:3.6.4.13]
PF06474	9.139993120077905e-05	0.0	110	0	4.494381611370305	6.9777889873770596e-06	0.010401541468799408	7.262215082913345e-06	MltD lipid attachment motif
PF16827	9.139993120077905e-05	0.0	110	0	4.494381611370304	6.977788987377083e-06	0.010401541468799406	7.262215082913345e-06	zinc-finger
PF21167	9.139993120077905e-05	0.0	110	0	4.494381611370304	6.977788987377083e-06	0.010401541468799406	7.262215082913345e-06	Domain of unknown function (DUF6851)
PF14494	9.139993120077905e-05	0.0	110	0	4.4943816113703035	6.977788987377099e-06	0.010401541468799404	7.262215082913345e-06	Domain of unknown function (DUF4436)
K19053	8.406058475599505e-05	0.0	374	0	10.326967215685503	5.324354197355348e-25	0.01039411044796824	5.6410020089495705e-25	chondroitin B lyase [EC:4.2.2.19]
TIGR02564.1	0.0007249631329723842	0.0004546805868877114	205	26	2.262111678483013	0.023691132807032146	0.01037224960589361	0.024540154399030765	type I-F CRISPR-associated protein Csy1
TIGR02565.1	0.0007249631329723842	0.0004546805868877114	205	26	2.262111678483013	0.023691132807032146	0.01037224960589361	0.024540154399030765	type I-F CRISPR-associated protein Csy2
TIGR02562.1	0.0007249631329723842	0.0004546805868877114	205	26	2.262111678483013	0.023691132807032146	0.01037224960589361	0.024540154399030765	type I-F CRISPR-associated helicase Cas3f
K03476	8.36110629123801e-05	0.0	372	0	10.2993156750456	7.099989603929864e-25	0.010366279124263533	7.521470014934268e-25	L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]
TIGR03299.1	0.007458279255798821	0.006575380794991518	2109	376	2.26045108342109	0.023793898815163944	0.01036463543430323	0.02464214312688803	phage/plasmid-like protein TIGR03299
PF10729	9.056902273531743e-05	0.0	109	0	4.47390410336162	7.681012842295446e-06	0.010354149487622031	7.987344104185247e-06	Cell division activator CedA
PF15584	9.056902273531743e-05	0.0	109	0	4.47390410336162	7.681012842295446e-06	0.010354149487622031	7.987344104185247e-06	Immunity protein 72
PF08748	9.056902273531743e-05	0.0	109	0	4.47390410336162	7.681012842295446e-06	0.010354149487622031	7.987344104185247e-06	Phage tail assembly chaperone
PF13099	9.056902273531743e-05	0.0	109	0	4.47390410336162	7.681012842295446e-06	0.010354149487622028	7.987344104185247e-06	Domain of unknown function (DUF3944)
PF06044	9.056902273531743e-05	0.0	109	0	4.47390410336162	7.681012842295446e-06	0.010354149487622028	7.987344104185247e-06	Dam-replacing family
PF05049	9.056902273531743e-05	0.0	109	0	4.473904103361619	7.681012842295501e-06	0.010354149487622028	7.987344104185247e-06	Interferon-inducible GTPase (IIGP)
K00867	8.338630199057262e-05	0.0	371	0	10.28546203710569	8.198895091552475e-25	0.010352335413603265	8.684724571225293e-25	type I pantothenate kinase [EC:2.7.1.33]
K04411	8.316154106876515e-05	0.0	370	0	10.27158972055673	9.467917025411994e-25	0.010338372902890526	1.0025875430865513e-24	serine/threonine kinase 4
K04424	8.316154106876515e-05	0.0	370	0	10.27158972055673	9.467917025411994e-25	0.010338372902890526	1.0025875430865513e-24	sterile alpha motif and leucine zipper containing kinase AZK [EC:2.7.11.25]
K21358	8.316154106876515e-05	0.0	370	0	10.27158972055673	9.467917025411994e-25	0.010338372902890526	1.0025875430865513e-24	serine/threonine-protein kinase ULK3 [EC:2.7.11.1]
PF20016	0.001151639133129816	0.0008100243912372557	1386	179	4.455759365217355	8.360311512502225e-06	0.010312156336490713	8.692509320946022e-06	Thoeris protein ThsA, Macro domain
PF13605	0.0025932653207057406	0.0020771016512731865	3121	459	4.454468937914157	8.410749008316447e-06	0.010309169844851303	8.743718925382793e-06	Domain of unknown function (DUF4141)
PF18319	8.97381142698558e-05	0.0	108	0	4.453332470043679	8.455409600039434e-06	0.010306539668176313	8.781487324235247e-06	PriA DNA helicase Cys-rich region (CRR) domain
PF11333	8.97381142698558e-05	0.0	108	0	4.453332470043679	8.455409600039434e-06	0.010306539668176313	8.781487324235247e-06	Protein of unknown function (DUF3135)
PF19670	8.97381142698558e-05	0.0	108	0	4.453332470043678	8.45540960003945e-06	0.01030653966817631	8.781487324235247e-06	Family of unknown function (DUF6173)
PF20011	8.97381142698558e-05	0.0	108	0	4.453332470043677	8.455409600039495e-06	0.010306539668176308	8.781487324235247e-06	JAB N-terminal domain
PF20007	8.97381142698558e-05	0.0	108	0	4.453332470043677	8.455409600039495e-06	0.010306539668176308	8.781487324235247e-06	FtsH ternary system-associated peptide
PF20005	8.97381142698558e-05	0.0	108	0	4.453332470043677	8.455409600039495e-06	0.010306539668176308	8.781487324235247e-06	FtsH ternary system domain X7
PF19998	8.97381142698558e-05	0.0	108	0	4.453332470043677	8.455409600039495e-06	0.010306539668176308	8.781487324235247e-06	FtsH ternary system domain X1
K12720	8.226249738153526e-05	0.0	366	0	10.215912144898773	1.683705118755645e-24	0.01028233332623874	1.7825648688477195e-24	peptidyl carrier protein
K18917	0.0007010293151175095	0.00044065121786064225	3119	559	10.20328941918516	1.9176128617694442e-24	0.010269628530873222	2.029999712805774e-24	mycoredoxin [EC:1.20.4.3]
K11481	8.203773645972778e-05	0.0	365	0	10.201945288228481	1.9443424331063787e-24	0.010268275660729602	2.0580860691238126e-24	aurora kinase A [EC:2.7.11.1]
PF09611	0.00042542513431635345	0.00022173852050628786	512	49	4.435781680249281	9.174564242549972e-06	0.01026592111736283	9.527034836163277e-06	CRISPR-associated protein (Cas_Csy1)
PF19403	8.890720580439418e-05	0.0	107	0	4.432665400933281	9.308218739436731e-06	0.010258708977554385	9.65766958356354e-06	Prealbumin-like fold domain
PF05268	8.890720580439418e-05	0.0	107	0	4.432665400933281	9.308218739436731e-06	0.010258708977554385	9.65766958356354e-06	Phage tail fibre adhesin Gp38
PF12282	8.890720580439418e-05	0.0	107	0	4.432665400933281	9.308218739436731e-06	0.010258708977554385	9.65766958356354e-06	Histidine kinase PdtaS, GAF domain
PF14523	8.890720580439418e-05	0.0	107	0	4.43266540093328	9.308218739436767e-06	0.01025870897755438	9.65766958356354e-06	Syntaxin-like protein
PF01398	8.890720580439418e-05	0.0	107	0	4.43266540093328	9.308218739436767e-06	0.010258708977554378	9.65766958356354e-06	JAB1/Mov34/MPN/PAD-1 ubiquitin protease
PF18183	8.890720580439418e-05	0.0	107	0	4.43266540093328	9.308218739436767e-06	0.010258708977554378	9.65766958356354e-06	SMODS and SLOG-associating 2TM effector domain 2
K04537	8.158821461611284e-05	0.0	363	0	10.17395407263311	2.5929303244720235e-24	0.010240102453591957	2.7443365280715823e-24	guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2
K01746	8.136345369430536e-05	0.0	362	0	10.159929555285798	2.9943477397577542e-24	0.010225986752511197	3.168870554832284e-24	formiminotetrahydrofolate cyclodeaminase [EC:4.3.1.4]
K07043	8.113869277249789e-05	0.0	361	0	10.145885658378695	3.457922013483667e-24	0.010211851545869836	3.659090986453526e-24	UTP pyrophosphatase [EC:3.6.1.-]
PF18167	8.807629733893254e-05	0.0	106	0	4.411901554855015	1.0247420502913957e-05	0.01021065431181606	1.0629141958251689e-05	SMODS-associated NUDIX domain
PF00622	8.807629733893254e-05	0.0	106	0	4.411901554855013	1.0247420502914014e-05	0.010210654311816057	1.0629141958251689e-05	SPRY domain
NF033446.0	0.001365052533304099	0.0009967997481769057	386	57	2.2262895837297356	0.025995443507078258	0.01020799789731478	0.026917301102046116	BREX-2 system phosphatase PglZ
K03536	8.091393185069042e-05	0.0	360	0	10.131822301324684	3.993279746158349e-24	0.010197696752556792	4.225163350000062e-24	ribonuclease P protein component [EC:3.1.26.5]
K25604	0.0005005425728652433	0.00028378253744155854	2227	360	10.127006827312742	4.194845391627414e-24	0.010192849969595824	4.437981484918236e-24	N-methylcarbamate hydrolase [EC:3.5.1.137]
PF16221	8.724538887347092e-05	0.0	105	0	4.3910395589254145	1.1281812235618562e-05	0.010162372493637852	1.1695489250720619e-05	winged helix-turn-helix
PF16254	8.724538887347092e-05	0.0	105	0	4.3910395589254145	1.1281812235618562e-05	0.010162372493637852	1.1695489250720619e-05	Domain of unknown function (DUF4910)
PF09940	8.724538887347092e-05	0.0	105	0	4.3910395589254145	1.1281812235618562e-05	0.010162372493637852	1.1695489250720619e-05	Domain of unknown function (DUF2172)
PF09269	8.724538887347092e-05	0.0	105	0	4.3910395589254145	1.1281812235618562e-05	0.01016237249363785	1.1695489250720619e-05	Domain of unknown function (DUF1967)
K13380	8.0239649085268e-05	0.0	357	0	10.08951465497771	6.150110699999264e-24	0.010155114032989703	6.5059125820118515e-24	NADH-quinone oxidoreductase subunit B/C/D [EC:7.1.1.2]
K00518	8.001488816346053e-05	0.0	356	0	10.075372640182689	7.102379706353581e-24	0.01014088007052365	7.511742935865357e-24	nickel superoxide dismutase [EC:1.15.1.1]
K21732	8.001488816346053e-05	0.0	356	0	10.075372640182676	7.102379706354497e-24	0.010140880070523639	7.511742935865357e-24	acyl-lipid (11-3)-desaturase [EC:1.14.19.4]
PF16192	0.0009513901929535638	0.0006471144578040646	1145	143	4.374307476317731	1.2182720850209256e-05	0.010123648712225323	1.2624111382347156e-05	C-terminal four TMM region of protein-O-mannosyltransferase
K22577	0.0041382980923192	0.0034999846284458885	18412	4440	10.051787048953964	9.025741317336575e-24	0.01011714113196678	9.544990257800393e-24	(+)-O-methylkolavelool synthase [EC:2.1.1.347]
PF08529	8.641448040800929e-05	0.0	104	0	4.370078007493414	1.2421092659904658e-05	0.010113860269860789	1.2863893717534943e-05	NusA N-terminal domain
PF12992	8.641448040800929e-05	0.0	104	0	4.370078007493414	1.2421092659904658e-05	0.010113860269860789	1.2863893717534943e-05	Domain of unknown function, B. Theta Gene description (DUF3876)
PF02576	8.641448040800929e-05	0.0	104	0	4.370078007493414	1.2421092659904658e-05	0.010113860269860789	1.2863893717534943e-05	RimP N-terminal domain
PF17815	8.641448040800929e-05	0.0	104	0	4.370078007493414	1.2421092659904658e-05	0.010113860269860789	1.2863893717534943e-05	PDZ domain
PF03548	0.0021071838684106883	0.0016517257139754095	2536	365	4.365367095005177	1.26918368428081e-05	0.01010295760163201	1.3142445139360228e-05	Outer membrane lipoprotein carrier protein LolA
PF07205	0.00030411249835895577	0.00013575827786099258	366	30	4.363553074724701	1.2797585816573163e-05	0.010098759336152088	1.325008920169684e-05	Domain of unknown function (DUF1413)
PF05134	0.0011001228082711952	0.0007738221838076576	1324	171	4.354404659137912	1.334383257610287e-05	0.010077586762853226	1.38117745236447e-05	Type II secretion system (T2SS), protein L
K08199	7.889108355442316e-05	0.0	351	0	10.004362802758768	1.458925867964748e-23	0.01006940854576124	1.5425434250923435e-23	MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 2
K06887	7.889108355442316e-05	0.0	351	0	10.004362802758767	1.458925867964769e-23	0.010069408545761233	1.5425434250923435e-23	uncharacterized protein
PF09839	8.558357194254767e-05	0.0	103	0	4.349015461034894	1.3675954918820975e-05	0.010065114308932024	1.4153558393545578e-05	Uncharacterized protein conserved in bacteria (DUF2066)
K12688	0.0029187453305918494	0.002386926453813998	12986	3028	9.998264002754054	1.5516107206606328e-23	0.010063270092958482	1.640373467506243e-23	autotransporter serine protease [EC:3.4.21.-]
K09007	0.00204599867121343	0.0016025830517185792	9103	2033	9.99243746519208	1.6455959933950423e-23	0.010057405672777464	1.7393812321800235e-23	GTP cyclohydrolase IB [EC:3.5.4.16]
K17488	0.00204599867121343	0.0016025830517185792	9103	2033	9.99243746519208	1.6455959933950423e-23	0.010057405672777464	1.7393812321800235e-23	GTP cyclohydrolase IV [EC:3.5.4.39]
K01749	7.866632263261569e-05	0.0	350	0	9.990100285981242	1.684860975247148e-23	0.01005505329784039	1.7807027667565766e-23	hydroxymethylbilane synthase [EC:2.5.1.61]
PF13723	0.001183213654817358	0.0008462265986668537	1424	187	4.3322608676887135	1.4759600304075592e-05	0.010026338429945183	1.5272905713612926e-05	Beta-ketoacyl synthase, N-terminal domain
PF21159	0.0010768573712382696	0.0007557210800928587	1296	167	4.332053275593448	1.4773526917407117e-05	0.01002585799059352	1.5285173180531002e-05	Flagellar hook-associated protein 1, D3 domain
PF20244	8.475266347708603e-05	0.0	102	0	4.3278504449987505	1.5058189310984336e-05	0.010016131198234258	1.5575326454408945e-05	Family of unknown function (DUF6599)
PF00147	8.475266347708603e-05	0.0	102	0	4.3278504449987505	1.5058189310984336e-05	0.010016131198234256	1.5575326454408945e-05	Fibrinogen beta and gamma chains, C-terminal globular domain
K00545	7.799203986719327e-05	0.0	347	0	9.947190075462728	2.595175542093758e-23	0.01001186409638756	2.7422416502376405e-23	catechol O-methyltransferase [EC:2.1.1.6]
K09515	7.77672789453858e-05	0.0	346	0	9.932845490841276	2.997121650624917e-23	0.009997426247039193	3.166321377620831e-23	DnaJ homolog subfamily B member 9
PF13287	0.002379721845082102	0.001900615890053896	2864	420	4.316528317022899	1.5851303076318993e-05	0.00998992790847401	1.639337987388337e-05	Fn3 associated
K11600	7.754251802357832e-05	0.0	345	0	9.918480166873819	3.461335710151197e-23	0.009982967523503035	3.655626671306988e-23	exosome complex component RRP41
K00962	7.754251802357832e-05	0.0	345	0	9.918480166873819	3.461335710151197e-23	0.009982967523503035	3.655626671306988e-23	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
K06869	7.754251802357832e-05	0.0	345	0	9.918480166873811	3.461335710151446e-23	0.009982967523503026	3.655626671306988e-23	uncharacterized protein
PF04355	0.003154128534892339	0.0026020336590023576	3796	575	4.313144976960895	1.6095930783132817e-05	0.009982097698447125	1.6644040533735573e-05	SmpA / OmlA family
K20594	7.731775710177085e-05	0.0	344	0	9.904094013316467	3.997466248330464e-23	0.009968487834948447	4.220134626464748e-23	cobalamin-dependent radical SAM methyltransferase [EC:2.1.1.-]
K22392	7.731775710177085e-05	0.0	344	0	9.904094013316467	3.997466248330464e-23	0.009968487834948447	4.220134626464748e-23	(S)-2-hydroxypropylphosphonic acid epoxidase [EC:1.11.1.23]
PF04475	8.392175501162441e-05	0.0	101	0	4.306581448601999	1.658079673753744e-05	0.009966907441297182	1.7140613494856928e-05	Protein of unknown function (DUF555)
PF00705	8.392175501162441e-05	0.0	101	0	4.306581448601999	1.658079673753744e-05	0.009966907441297182	1.7140613494856928e-05	Proliferating cell nuclear antigen, N-terminal domain
PF11937	0.003493139188800683	0.0029142776980826406	4204	644	4.294741429692811	1.7490861334795348e-05	0.00993950557418298	1.807887180129638e-05	Protein of unknown function (DUF3455)
K24042	7.68682352581559e-05	0.0	342	0	9.875258853169253	5.331779773868731e-23	0.00993946519615283	5.628200501209539e-23	methionine synthase / methylenetetrahydrofolate reductase (NADH) [EC:2.1.1.13 1.5.1.54]
PF03366	8.309084654616278e-05	0.0	100	0	4.285206923570997	1.8258113990899338e-05	0.009917439454884236	1.886135001243833e-05	YEATS family
PF11345	8.309084654616278e-05	0.0	100	0	4.285206923570996	1.825811399089941e-05	0.009917439454884235	1.886135001243833e-05	Protein of unknown function (DUF3147)
PF20072	8.309084654616278e-05	0.0	100	0	4.285206923570995	1.825811399089944e-05	0.009917439454884233	1.886135001243833e-05	Domain of unknown function (DUF6468)
PF12691	8.309084654616278e-05	0.0	100	0	4.285206923570995	1.825811399089944e-05	0.009917439454884231	1.886135001243833e-05	Bacteriophage minor capsid protein
PF14903	0.0017964241023280393	0.0013847344341821242	2162	306	4.277374701135949	1.8912263967332968e-05	0.009899313004240861	1.9534377913626817e-05	WG containing repeat
K08262	0.0001822811075858609	5.912136196699136e-05	811	75	9.830761992952622	8.302304294859994e-23	0.009894679029021696	8.762980935611371e-23	acyl-lipid delta12-acetylenase [EC:1.14.19.39]
K09748	7.574443064911854e-05	0.0	337	0	9.802799989891412	1.095523491137777e-22	0.009866535224350447	1.1561941854442587e-22	ribosome maturation factor RimP
PF02666	0.0063705752046943	0.005593241047872894	7667	1236	4.261910550875639	2.0269958041019328e-05	0.009863523653419953	2.0930873269616797e-05	Phosphatidylserine decarboxylase
K13461	7.551966972731106e-05	0.0	336	0	9.788243870652053	1.265251877691654e-22	0.009851884465041566	1.3351865476229952e-22	effector protein HopM1
K13614	7.529490880550359e-05	0.0	335	0	9.77366607927142	1.461282255263415e-22	0.009837211892684836	1.5418955098207688e-22	bacillaene biosynthesis, polyketide synthase / nonribosomal peptide synthetase PksN/BaeN
K03594	7.507014788369612e-05	0.0	334	0	9.759066518629858	1.687691509688478e-22	0.009822517409529148	1.780613980051253e-22	bacterioferritin [EC:1.16.3.1]
PF11523	0.0013377626293932209	0.000986510152456546	1610	218	4.239488369625378	2.2404388752055193e-05	0.009811631030972073	2.3131661480539424e-05	Protein of unknown function (DUF3223)
K11777	7.484538696188864e-05	0.0	333	0	9.744445090880403	1.949188616873002e-22	0.009807800917091372	2.0560911004309363e-22	HAD superfamily phosphatase
K09803	7.462062604008117e-05	0.0	332	0	9.729801697440955	2.2512126696136527e-22	0.009793062316148444	2.3744383859660194e-22	uncharacterized protein
K09126	7.417110419646623e-05	0.0	330	0	9.700448615440594	3.002945534068163e-22	0.009763518388107633	3.166354549932177e-22	uncharacterized protein
K04015	0.002616666651682605	0.002128369030811689	11642	2700	9.698992448955703	3.046108625460058e-22	0.009762052754010183	3.211540369914543e-22	protein NrfD
K19969	0.004112675347233148	0.0034999846284458885	18298	4440	9.672348175626906	3.9535876632492904e-22	0.009735235246604452	4.167457776363253e-22	2-epi-5-epi-valiolone synthase [EC:4.2.3.152]
K08744	7.349682143104379e-05	0.0	327	0	9.65625174206922	4.6265585248175235e-22	0.009719034158257542	4.876338221915445e-22	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]
K08674	0.0028353590286012767	0.0023293816614994595	12615	2955	9.646735638040612	5.076501054201408e-22	0.009709456183016421	5.349486601961832e-22	fibroblast activation protein, alpha [EC:3.4.21.-]
PF16168	0.0015463206542240893	0.0011720464655332358	1861	259	4.195160806863579	2.726945385054799e-05	0.009709041838031451	2.8134969234227296e-05	Adhesin of bacterial autotransporter system, probable stalk
K17719	7.327206050923632e-05	0.0	326	0	9.641474442104265	5.343577308167672e-22	0.009704160780164	5.6303534465485885e-22	cytochrome P450 family 2 subfamily C9 [EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-]
K02087	0.0002854463706954912	0.0001316435659798341	1270	167	9.640330427788887	5.403466664064358e-22	0.009703009327767598	5.692879364269874e-22	cyclin-dependent kinase 1 [EC:2.7.11.22 2.7.11.23]
TIGR02332.1	0.0024082921636789933	0.0019411363517129216	681	111	2.113292732169464	0.03457644703145772	0.00968988397738258	0.03577671422184642	4-hydroxyphenylacetate permease
K03071	7.304729958742885e-05	0.0	325	0	9.626674465124655	6.171746374406521e-22	0.009689264577615804	6.500330376695372e-22	preprotein translocase subunit SecB
K15379	7.304729958742885e-05	0.0	325	0	9.626674465124644	6.171746374407188e-22	0.009689264577615793	6.500330376695372e-22	solute carrier family 45, member 3
K04480	7.304729958742885e-05	0.0	325	0	9.626674465124644	6.171746374407188e-22	0.009689264577615793	6.500330376695372e-22	methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90]
K16419	7.282253866562137e-05	0.0	324	0	9.611851706378703	7.128300395182329e-22	0.00967434544518019	7.507050081561922e-22	mycolactone side chain polyketide synthase
K11392	7.25977777438139e-05	0.0	323	0	9.597006060305777	8.233147128637118e-22	0.00965940327661021	8.668842870846015e-22	16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178]
K01910	0.0006524809560070953	0.0004162143882476192	2903	528	9.585696668742747	9.187039157582682e-22	0.009648020354349463	9.671253668219514e-22	[citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]
K05964	0.0006524809560070953	0.0004162143882476192	2903	528	9.585696668742747	9.187039157582682e-22	0.009648020354349463	9.671253668219514e-22	holo-ACP synthase [EC:2.7.7.61]
K06135	7.214825590019895e-05	0.0	321	0	9.567245679839296	1.0983267826348924e-21	0.009629449401955483	1.1559811475928246e-21	pyrroloquinoline quinone biosynthesis protein A
K05803	0.0013278875260385528	0.000987720887261869	5908	1253	9.556050085415391	1.223824860297322e-21	0.009618181016713006	1.2879364676307615e-21	lipoprotein NlpI
K13449	7.169873405658401e-05	0.0	319	0	9.53739246272553	1.4652281748325154e-21	0.009599402087053932	1.54182976938303e-21	pathogenesis-related protein 1
K10720	7.147397313477653e-05	0.0	318	0	9.522430767675655	1.6923692740931914e-21	0.009584343114986993	1.780304596448079e-21	ecdysteroid 25-hydroxylase [EC:1.14.-.-]
K08719	7.147397313477653e-05	0.0	318	0	9.522430767675658	1.6923692740931306e-21	0.009584343114986993	1.780304596448079e-21	outer membrane protein B
K22733	7.147397313477653e-05	0.0	318	0	9.522430767675655	1.6923692740931914e-21	0.009584343114986989	1.780304596448079e-21	magnesium transporter
K06155	0.012979718473459781	0.011905465730499607	57749	15103	9.516377067276396	1.7938762743721803e-21	0.009578250055015499	1.8863216549184436e-21	Gnt-I system high-affinity gluconate transporter
K16321	0.012979718473459781	0.011905465730499607	57749	15103	9.516377067276396	1.7938762743721803e-21	0.009578250055015499	1.8863216549184436e-21	high-affinity gluconate transporter
K06156	0.012979718473459781	0.011905465730499607	57749	15103	9.516377067276396	1.7938762743721803e-21	0.009578250055015499	1.8863216549184436e-21	Gnt-I system low-affinity gluconate transporter
K06157	0.012979718473459781	0.011905465730499607	57749	15103	9.516377067276396	1.7938762743721803e-21	0.009578250055015499	1.8863216549184436e-21	Gnt-II system L-idonate transporter
PF01592	0.001091813723616579	0.0007828727356650572	1314	173	4.13380530189287	3.5682615815346885e-05	0.009567044143025446	3.6810012875918446e-05	NifU-like N terminal domain
K24658	0.00046323225984520265	0.0002680168409170275	2061	340	9.466960885631137	2.8820734995059465e-21	0.009528512582318044	3.0302910878587532e-21	O-antigen biosynthesis alpha-1,2-mannosyltransferase [EC:2.4.1.371 2.4.1.-]
TIGR01708.2	0.0018141760351943078	0.0014165049053040239	513	81	2.076655733876573	0.03783409426157592	0.009521895767640695	0.039133295040484184	type II secretion system minor pseudopilin GspH
K09887	7.035016852573917e-05	0.0	313	0	9.447266976949365	3.479166931419355e-21	0.009508690629007336	3.657721201510418e-21	dCTP deaminase (dUMP-forming) [EC:3.5.4.30]
K03124	6.990064668212422e-05	0.0	311	0	9.41703352837685	4.641751950033161e-21	0.00947826061048182	4.879477302939718e-21	transcription initiation factor TFIIB
K08847	6.967588576031675e-05	0.0	310	0	9.401880356464762	5.3615263266959006e-21	0.00946300891662033	5.6355442191138164e-21	receptor-interacting serine/threonine-protein kinase 3 [EC:2.7.11.1]
PF03818	0.002280012829226707	0.0018372620270520996	2744	406	4.072751333397357	4.646352939801715e-05	0.009425744306906896	4.791145659977201e-05	Malonate/sodium symporter MadM subunit
PF03817	0.002280012829226707	0.0018372620270520996	2744	406	4.072751333397357	4.646352939801715e-05	0.009425744306906896	4.791145659977201e-05	Malonate transporter MadL subunit
K03641	0.007696038723609696	0.006882514817784021	34241	8731	9.358730557042835	8.072810422967787e-21	0.009419578568519877	8.484538459111863e-21	TolB protein
